recipe_source_id,recipe_title_raw,category_raw,subcategory_raw,ingredient_index,ingredient_raw,section_name_raw,is_section_header,quantity_raw,quantity_value_low,quantity_value_high,unit_raw,unit_normalized,ingredient_text_clean,food_name_candidate,preparation_note,optional_flag,garnish_flag,alternative_flag,packaging_flag,parse_status,parse_notes,matched_food_id,matched_canonical_name,matched_display_name,matched_food_family_name,match_method,match_confidence,mapping_status,mapping_notes,candidate_count,candidate_food_ids_preview
pilot_recipe_final_073,Red Pepper Soup,Healthy Recipes,Weight-Loss Recipes,3,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_073,Red Pepper Soup,Healthy Recipes,Weight-Loss Recipes,4,"4 cloves garlic, minced",,0,4,4.0,4.0,cloves,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_074,Restaurant-Style Prime Rib Roast,Main Dishes,Roasts,2,aluminum foil,,0,,,,,,aluminum foil,aluminum foil,,0,0,0,0,review_needed,missing_quantity; mapping_risk_line,,,,,no_match,low,review_needed,no_exact_or_normalized_match,0,
pilot_recipe_final_075,Rich Italian Sausage and Potato Soup,Italian,Italian Soups And Stews,2,¾ cup chopped onion,,0,3/4,0.75,0.75,cup,cup,chopped onion,chopped onion,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,light_normalization_rule:chopped onion->onion; exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_075,Rich Italian Sausage and Potato Soup,Italian,Italian Soups And Stews,4,"1 ¼ teaspoons garlic, minced",,0,1 1/4,1.25,1.25,teaspoons,teaspoon,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_075,Rich Italian Sausage and Potato Soup,Italian,Italian Soups And Stews,6,4 cups water,,0,4,4.0,4.0,cups,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled
pilot_recipe_final_075,Rich Italian Sausage and Potato Soup,Italian,Italian Soups And Stews,7,"2 potatoes, cubed",,0,2,2.0,2.0,,,"potatoes, cubed",potatoes,cubed,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_potato_boiled_cooked_in_water,food_potato_canned_drained,food_potato_cooked,food_potato_roasted_baked"
pilot_recipe_final_076,Serbian Ćevapčići,Beef Recipes,Bbq & Grilled Beef,4,1 egg white,,0,1,1.0,1.0,,,egg white,egg white,,0,0,0,0,parsed_partial,count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,3,"food_egg_white_cooked,food_egg_white_powder,food_egg_white_raw"
pilot_recipe_final_076,Serbian Ćevapčići,Beef Recipes,Bbq & Grilled Beef,5,"4 cloves garlic, minced",,0,4,4.0,4.0,cloves,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_077,Sheet Pan Halibut with Orange and Fennel,Dinner,Sheet Pan Dinners,1,"1 pound fennel,",,0,1,1.0,1.0,pound,pound,fennel,fennel,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_fennel_boiled_cooked_in_water,food_fennel_raw"
pilot_recipe_final_077,Sheet Pan Halibut with Orange and Fennel,Dinner,Sheet Pan Dinners,3,1 tablespoon garlic,,0,1,1.0,1.0,tablespoon,tablespoon,garlic,garlic,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_077,Sheet Pan Halibut with Orange and Fennel,Dinner,Sheet Pan Dinners,9,"fresh parsley, for garnish",,0,,,,,,fresh parsley,fresh parsley,,0,1,0,0,review_needed,missing_quantity; garnish_phrase,,,,,no_match,low,review_needed,no_exact_or_normalized_match,0,
pilot_recipe_final_078,Sheet Pan Lemon Balsamic Chicken and Potatoes,Dinner,Sheet Pan Dinners,8,2 cloves garlic,,0,2,2.0,2.0,cloves,clove,garlic,garlic,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_079,Sheet Pan Salmon and Veggies,Dinner,Sheet Pan Dinners,7,"6 cloves garlic, chopped",,0,6,6.0,6.0,cloves,clove,"garlic, chopped",garlic,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_080,Simple Slow Roast Chicken,Dinner,Baked And Roasted Chicken,9,"1 onion, quartered",,0,1,1.0,1.0,,,"onion, quartered",onion,quartered,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_083,Steak Chimichurri Dense Bean Salad,Dinner,Beef Steaks,3,2 cloves garlic,,0,2,2.0,2.0,cloves,clove,garlic,garlic,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_084,Strawberry Spinach Salad,Healthy Recipes,Low-Sodium Recipes,4,2 tablespoons sesame seeds,,0,2,2.0,2.0,tablespoons,tablespoon,sesame seeds,sesame seeds,,0,0,0,0,parsed_clean,,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,2,"food_sesame_seed,food_sesame_seed_grilled_husked"
pilot_recipe_final_085,Sweet Chili Chicken with Creamy Lime Sauce,Dinner,Main Dishes,8,1 pound chicken breast,,0,1,1.0,1.0,pound,pound,chicken breast,chicken breast,,0,0,0,0,parsed_clean,,,,,,family_fallback,low,review_needed,normalized food_family_name fallback; ambiguous_candidate_set,5,"food_chicken_breast_without_skin_cooked,food_chicken_breast_without_skin_cooked_organic,food_chicken_breast_without_skin_raw,food_chicken_breast_without_skin_raw_label_rouge,food_chicken_breast_without_skin_raw_organic"
pilot_recipe_final_086,Sweet and Sour Ground Pork Stir-Fry,Pork,Pork Stir-Fry,2,"1 onion, sliced",,0,1,1.0,1.0,,,"onion, sliced",onion,sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_086,Sweet and Sour Ground Pork Stir-Fry,Pork,Pork Stir-Fry,3,"2 carrots, peeled and sliced",,0,2,2.0,2.0,,,"carrots, peeled and sliced",carrots,peeled and sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,9,"food_carrot_boiled_cooked_in_water_crunchy,food_carrot_boiled_cooked_in_water_tender,food_carrot_canned_drained,food_carrot_cooked,food_carrot_dehydrated"
pilot_recipe_final_087,Texas Chicken Quesadillas,Mexican,Quesadillas,2,"1 onion, sliced into rings",,0,1,1.0,1.0,,,"onion, sliced into rings",onion,sliced into rings,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_088,The Real Deal Korean Beef Ribs,Beef Recipes,Beef Ribs,5,2 tablespoons minced garlic,,0,2,2.0,2.0,tablespoons,tablespoon,minced garlic,minced garlic,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,light_normalization_rule:minced garlic->garlic; exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_088,The Real Deal Korean Beef Ribs,Beef Recipes,Beef Ribs,7,3 tablespoons water,,0,3,3.0,3.0,tablespoons,tablespoon,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled
pilot_recipe_final_089,Vegan Sweet Potato and Bean Burritos,Mexican,Burritos,1,"1 cup sweet potato, peeled and cut into 1/4-inch cubes",,0,1,1.0,1.0,cup,cup,"sweet potato, peeled and cut into 1/4-inch cubes",sweet potato,peeled and cut into 1/4-inch cubes,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_sweet_potato_cooked,food_sweet_potato_raw"
pilot_recipe_final_090,Vegetable Quesadillas,Mexican,Quesadillas,4,"1 carrot, chopped",,0,1,1.0,1.0,,,"carrot, chopped",carrot,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,9,"food_carrot_boiled_cooked_in_water_crunchy,food_carrot_boiled_cooked_in_water_tender,food_carrot_canned_drained,food_carrot_cooked,food_carrot_dehydrated"
pilot_recipe_final_091,Vegetarian Pho (Vietnamese Noodle Soup),Vegetarian,Vegetarian Protein,2,"1 onion, peeled and halved",,0,1,1.0,1.0,,,"onion, peeled and halved",onion,peeled and halved,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_091,Vegetarian Pho (Vietnamese Noodle Soup),Vegetarian,Vegetarian Protein,4,"8 cloves garlic, coarsely chopped",,0,8,8.0,8.0,cloves,clove,"garlic, coarsely chopped",garlic,coarsely chopped,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_092,Veggie Quinoa,Vegetarian,Vegetarian Whole Grain,4,2 teaspoons minced garlic,,0,2,2.0,2.0,teaspoons,teaspoon,minced garlic,minced garlic,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,light_normalization_rule:minced garlic->garlic; exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_093,Zesty Carnitas Tacos,Mexican,Mexican Slow Cooker Recipes,2,½ cup chopped onion,,0,1/2,0.5,0.5,cup,cup,chopped onion,chopped onion,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,light_normalization_rule:chopped onion->onion; exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_094,Best Ever Split Pea Soup,Vegetarian,Vegetarian Soups And Stews,2,2 cups chopped onion,,0,2,2.0,2.0,cups,cup,chopped onion,chopped onion,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,light_normalization_rule:chopped onion->onion; exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_094,Best Ever Split Pea Soup,Vegetarian,Vegetarian Soups And Stews,5,1 ½ teaspoons minced garlic,,0,1 1/2,1.5,1.5,teaspoons,teaspoon,minced garlic,minced garlic,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,light_normalization_rule:minced garlic->garlic; exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_095,Black Beans and Rice,Dinner,Vegetarian Main Dishes,2,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_095,Black Beans and Rice,Dinner,Vegetarian Main Dishes,3,"2 cloves garlic, minced",,0,2,2.0,2.0,cloves,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_097,Easy Black Bean Soup for Two,Dinner,Cooking For Two,2,1/2 cup onion,,0,1/2,0.5,0.5,cup,cup,onion,onion,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_097,Easy Black Bean Soup for Two,Dinner,Cooking For Two,6,1/4 teaspoon oregano,,0,1/4,0.25,0.25,teaspoon,teaspoon,oregano,oregano,,0,0,0,0,parsed_clean,,food_oregano_dried,oregano_dried,"Oregano, dried",Oregano,exact_family_name,medium,review_needed,exact food_family_name match,1,food_oregano_dried
pilot_recipe_final_097,Easy Black Bean Soup for Two,Dinner,Cooking For Two,8,1 1/2 cups water,,0,1 1/2,1.5,1.5,cups,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled
pilot_recipe_final_097,Easy Black Bean Soup for Two,Dinner,Cooking For Two,9,"salt, to taste",,0,,,,,,salt,salt,,0,0,1,0,review_needed,missing_quantity; alternative_phrase,,,,,no_match,low,review_needed,no_exact_or_normalized_match,0,
pilot_recipe_final_099,Italian Wedding Soup,Main Dishes,Main Dish Soups And Stews,2,"1 large egg, lightly beaten",,0,1,1.0,1.0,,,"large egg, lightly beaten",egg,large; lightly beaten,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw"
pilot_recipe_final_100,"Kale, Quinoa, and Avocado Salad with Lemon Dijon Vinaigrette",Dinner,Main Dish Salads,1,1 ⅓ cups water,,0,1 1/3,1.3333333333333333,1.3333333333333333,cups,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled
pilot_recipe_final_100,"Kale, Quinoa, and Avocado Salad with Lemon Dijon Vinaigrette",Dinner,Main Dish Salads,2,⅔ cup quinoa,,0,2/3,0.6666666666666666,0.6666666666666666,cup,cup,quinoa,quinoa,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_quinoa_boiled_cooked_in_water_unsalted,food_quinoa_raw"
pilot_recipe_final_101,Mediterranean Lentil Salad,Vegetarian,Vegan Recipes,4,"2 cloves garlic, minced",,0,2,2.0,2.0,cloves,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_103,Oven Roasted Potatoes,Vegetarian,Vegetarian Side Dishes,2,1 tablespoon minced garlic,,0,1,1.0,1.0,tablespoon,tablespoon,minced garlic,minced garlic,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,light_normalization_rule:minced garlic->garlic; exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_103,Oven Roasted Potatoes,Vegetarian,Vegetarian Side Dishes,11,"4 large potatoes, peeled and cubed",,0,4,4.0,4.0,,,"large potatoes, peeled and cubed",potatoes,large; peeled and cubed,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_potato_boiled_cooked_in_water,food_potato_canned_drained,food_potato_cooked,food_potato_roasted_baked"
pilot_recipe_final_104,Slow Cooker Vegetarian Curry,Vegetarian,Vegetarian Slow Cooker Recipes,1,"1 head cauliflower, chopped",,0,1,1.0,1.0,head,head,"cauliflower, chopped",cauliflower,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,5,"food_cauliflower_cooked,food_cauliflower_frozen_cooked,food_cauliflower_frozen_raw,food_cauliflower_raw,food_cauliflower_steamed"
pilot_recipe_final_104,Slow Cooker Vegetarian Curry,Vegetarian,Vegetarian Slow Cooker Recipes,3,"3 potatoes, chopped",,0,3,3.0,3.0,,,"potatoes, chopped",potatoes,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_potato_boiled_cooked_in_water,food_potato_canned_drained,food_potato_cooked,food_potato_roasted_baked"
pilot_recipe_final_104,Slow Cooker Vegetarian Curry,Vegetarian,Vegetarian Slow Cooker Recipes,4,"3 tomatoes, chopped",,0,3,3.0,3.0,,,"tomatoes, chopped",tomatoes,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_tomato_dried,food_tomato_raw,food_tomato_roasted_baked,food_tomato_roasted_baked_with_skin"
pilot_recipe_final_104,Slow Cooker Vegetarian Curry,Vegetarian,Vegetarian Slow Cooker Recipes,5,1 cup water,,0,1,1.0,1.0,cup,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled
pilot_recipe_final_105,Tofu Broccoli Stir-Fry,Vegetarian,Vegetarian,2,12 ounces tofu,,0,12,12.0,12.0,ounces,ounce,tofu,tofu,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_tofu_plain,food_tofu_smoked"
pilot_recipe_final_105,Tofu Broccoli Stir-Fry,Vegetarian,Vegetarian,5,12 ounces broccoli,,0,12,12.0,12.0,ounces,ounce,broccoli,broccoli,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,7,"food_broccoli_boiled_cooked_in_water_crunchy,food_broccoli_boiled_cooked_in_water_tender,food_broccoli_cooked,food_broccoli_frozen_cooked,food_broccoli_frozen_raw"
pilot_recipe_final_105,Tofu Broccoli Stir-Fry,Vegetarian,Vegetarian,8,1/3 cup water,,0,1/3,0.3333333333333333,0.3333333333333333,cup,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled
pilot_recipe_final_106,Vegan Broccoli Soup,Vegetarian,Vegetarian Soups And Stews,4,"1 onion, finely chopped",,0,1,1.0,1.0,,,"onion, finely chopped",onion,finely chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
