recipe_source_id,recipe_title_raw,category_raw,subcategory_raw,ingredient_index,ingredient_raw,section_name_raw,is_section_header,quantity_raw,quantity_value_low,quantity_value_high,unit_raw,unit_normalized,ingredient_text_clean,food_name_candidate,preparation_note,optional_flag,garnish_flag,alternative_flag,packaging_flag,parse_status,parse_notes,matched_food_id,matched_canonical_name,matched_display_name,matched_food_family_name,match_method,match_confidence,mapping_status,mapping_notes,candidate_count,candidate_food_ids_preview,review_reason_group,review_audit_decision,suggested_promotion_target_display_name,review_audit_reason
pilot_recipe_final_034,Garlic Ginger Chicken Meatball Bowls,Main Dishes,Meatballs,7,"1 large egg, lightly beaten",,0,1,1.0,1.0,,,"large egg, lightly beaten",egg,large; lightly beaten,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_035,Gluten-Free Kalbi Beef,Beef Recipes,Beef Ribs,1,2 tablespoons sesame seeds,,0,2,2.0,2.0,tablespoons,tablespoon,sesame seeds,sesame seeds,,0,0,0,0,parsed_clean,,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,2,"food_sesame_seed,food_sesame_seed_grilled_husked",family_fallback_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_036,Goat Cheese and Leek Quiche,Vegetarian,Vegetarian Quiche,3,3 eggs,,0,3,3.0,3.0,,,eggs,eggs,,0,0,0,0,parsed_partial,count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw",family_fallback_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_036,Goat Cheese and Leek Quiche,Vegetarian,Vegetarian Quiche,5,½ cup milk,,0,1/2,0.5,0.5,cup,cup,milk,milk,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,3,"food_milk_powder_semi_skimmed,food_milk_powder_skimmed,food_milk_powder_whole",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_037,Grandma's Chicken Noodle Soup,Healthy Recipes,Low Glycemic Impact Recipes,9,¼ cup water,,0,1/4,0.25,0.25,cup,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled,family_exact_unique,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_038,Grilled Balsamic and Soy Marinated Flank Steak,Beef Recipes,Bbq & Grilled Beef,1,"½ onion, chopped",,0,1/2,0.5,0.5,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_038,Grilled Balsamic and Soy Marinated Flank Steak,Beef Recipes,Bbq & Grilled Beef,2,"3 cloves garlic, chopped",,0,3,3.0,3.0,cloves,clove,"garlic, chopped",garlic,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_038,Grilled Balsamic and Soy Marinated Flank Steak,Beef Recipes,Bbq & Grilled Beef,5,¼ cup soy sauce,,0,1/4,0.25,0.25,cup,cup,soy sauce,soy sauce,,0,0,0,0,parsed_clean,,food_soy_sauce_prepacked,soy_sauce_prepacked,"Soy sauce, prepacked",Soy sauce,exact_family_name,medium,review_needed,exact food_family_name match,1,food_soy_sauce_prepacked,family_exact_unique,safe_to_promote_with_rule,"Soy sauce, prepacked",unique family-level match looks safe enough for a narrow promotion rule
pilot_recipe_final_038,Grilled Balsamic and Soy Marinated Flank Steak,Beef Recipes,Bbq & Grilled Beef,7,1 tablespoon rosemary,,0,1,1.0,1.0,tablespoon,tablespoon,rosemary,rosemary,,0,0,0,0,parsed_clean,,food_rosemary_dried,rosemary_dried,"Rosemary, dried",Rosemary,exact_family_name,medium,review_needed,exact food_family_name match,1,food_rosemary_dried,family_exact_unique,keep_in_review,"Rosemary, dried",match is plausible but still too assumption-heavy for auto-promotion
pilot_recipe_final_039,Grilled Catfish Tacos,Mexican,Mexican Fish Tacos,9,cooking spray,,0,,,,,,cooking spray,cooking spray,,0,0,0,0,review_needed,missing_quantity; mapping_risk_line,,,,,no_match,low,review_needed,no_exact_or_normalized_match,0,,parse_review_no_match,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_040,Grilled London Broil,Beef Recipes,Bbq & Grilled Beef,7,"2 cloves garlic, minced",,0,2,2.0,2.0,cloves,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_041,Grilled Mahi Mahi in Thai Coconut Sauce,Main Dishes,Thai Main Dishes,5,"2 cloves garlic, minced",,0,2,2.0,2.0,cloves,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_043,Ham and Cheese Breakfast Casserole,Pork,Pork Casserole,2,"8 ounces cooked ham, cubed",,0,8,8.0,8.0,ounces,ounce,"cooked ham, cubed",cooked ham,cubed,0,0,0,0,parsed_partial,preparation_note_from_commas,food_cooked_ham_smoked,cooked_ham_smoked,"Cooked ham, smoked",Cooked ham,exact_family_name,medium,review_needed,exact food_family_name match,1,food_cooked_ham_smoked,family_exact_unique,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_043,Ham and Cheese Breakfast Casserole,Pork,Pork Casserole,5,6 eggs,,0,6,6.0,6.0,,,eggs,eggs,,0,0,0,0,parsed_partial,count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw",family_fallback_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_043,Ham and Cheese Breakfast Casserole,Pork,Pork Casserole,6,3 ½ cups milk,,0,3 1/2,3.5,3.5,cups,cup,milk,milk,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,3,"food_milk_powder_semi_skimmed,food_milk_powder_skimmed,food_milk_powder_whole",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,1,1 large egg,,0,1,1.0,1.0,,,large egg,egg,large,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,3,1 tablespoon water,,0,1,1.0,1.0,tablespoon,tablespoon,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled,family_exact_unique,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,5,"3 eggplant, peeled and thinly sliced",,0,3,3.0,3.0,,,"eggplant, peeled and thinly sliced",eggplant,peeled and thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_eggplant_cooked,food_eggplant_raw",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_048,Herb-Roasted Pork,Pork,Pork Loin,2,"1 clove garlic, minced",,0,1,1.0,1.0,clove,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_048,Herb-Roasted Pork,Pork,Pork Loin,5,1 (5 pound) boneless pork loin,,0,1 (5 pound),1.0,1.0,,,boneless pork loin,pork loin,boneless,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; leading_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_pork_loin_cooked,food_pork_loin_raw",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_048,Herb-Roasted Pork,Pork,Pork Loin,8,¼ cup water,,0,1/4,0.25,0.25,cup,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled,family_exact_unique,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_048,Herb-Roasted Pork,Pork,Pork Loin,9,2 tablespoons soy sauce,,0,2,2.0,2.0,tablespoons,tablespoon,soy sauce,soy sauce,,0,0,0,0,parsed_clean,,food_soy_sauce_prepacked,soy_sauce_prepacked,"Soy sauce, prepacked",Soy sauce,exact_family_name,medium,review_needed,exact food_family_name match,1,food_soy_sauce_prepacked,family_exact_unique,safe_to_promote_with_rule,"Soy sauce, prepacked",unique family-level match looks safe enough for a narrow promotion rule
pilot_recipe_final_049,Home-Fried Potatoes,Vegetarian,Vegetarian Breakfast And Brunch,3,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_051,Hot Honey Grilled Carrots,Dinner,Side Dishes,1,1 pound carrots,,0,1,1.0,1.0,pound,pound,carrots,carrots,,0,0,0,0,parsed_clean,,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,9,"food_carrot_boiled_cooked_in_water_crunchy,food_carrot_boiled_cooked_in_water_tender,food_carrot_canned_drained,food_carrot_cooked,food_carrot_dehydrated",family_fallback_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_052,Hot Honey Shrimp,Main Dishes,Seafood Main Dishes,8,1/4 cup water,,0,1/4,0.25,0.25,cup,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled,family_exact_unique,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_053,Italian Style Short Ribs,Beef Recipes,Beef Ribs,3,"2 pounds beef short ribs, cut into 2 inch pieces",,0,2,2.0,2.0,pounds,pound,"beef short ribs, cut into 2 inch pieces",beef short ribs,cut into 2 inch pieces,0,0,0,0,parsed_partial,preparation_note_from_commas,food_beef_short_ribs_raw,beef_short_ribs_raw,"Beef, short ribs, raw","Beef, short ribs",family_fallback,low,review_needed,normalized food_family_name fallback,1,food_beef_short_ribs_raw,family_fallback_unique,keep_in_review,"Beef, short ribs, raw",match is plausible but still too assumption-heavy for auto-promotion
pilot_recipe_final_054,Korean Barbecue Short Ribs Teriyaki,Beef Recipes,Beef Ribs,1,½ cup soy sauce,,0,1/2,0.5,0.5,cup,cup,soy sauce,soy sauce,,0,0,0,0,parsed_clean,,food_soy_sauce_prepacked,soy_sauce_prepacked,"Soy sauce, prepacked",Soy sauce,exact_family_name,medium,review_needed,exact food_family_name match,1,food_soy_sauce_prepacked,family_exact_unique,safe_to_promote_with_rule,"Soy sauce, prepacked",unique family-level match looks safe enough for a narrow promotion rule
pilot_recipe_final_054,Korean Barbecue Short Ribs Teriyaki,Beef Recipes,Beef Ribs,8,"2 pounds beef short ribs, cut flanken-style",,0,2,2.0,2.0,pounds,pound,"beef short ribs, cut flanken-style",beef short ribs,cut flanken-style,0,0,0,0,parsed_partial,preparation_note_from_commas,food_beef_short_ribs_raw,beef_short_ribs_raw,"Beef, short ribs, raw","Beef, short ribs",family_fallback,low,review_needed,normalized food_family_name fallback,1,food_beef_short_ribs_raw,family_fallback_unique,keep_in_review,"Beef, short ribs, raw",match is plausible but still too assumption-heavy for auto-promotion
pilot_recipe_final_055,Lemon Panko-Crusted Salmon,Dinner,Quick And Easy Dinners For One,7,⅛ teaspoon lemon zest,,0,1/8,0.125,0.125,teaspoon,teaspoon,lemon zest,lemon zest,,0,0,0,0,parsed_clean,,food_lemon_zest_raw,lemon_zest_raw,"Lemon zest, raw",Lemon zest,exact_family_name,medium,review_needed,exact food_family_name match,1,food_lemon_zest_raw,family_exact_unique,safe_to_promote_with_rule,"Lemon zest, raw",unique family-level match looks safe enough for a narrow promotion rule
pilot_recipe_final_057,Marinated Barbequed Vegetables,Vegetarian,Vegetarian Bbq & Grilling,1,"1 small eggplant, cut into 3/4 inch thick slices",,0,1,1.0,1.0,,,"small eggplant, cut into 3/4 inch thick slices",eggplant,small; cut into 3/4 inch thick slices,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_eggplant_cooked,food_eggplant_raw",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_057,Marinated Barbequed Vegetables,Vegetarian,Vegetarian Bbq & Grilling,8,"2 cloves garlic, peeled and minced",,0,2,2.0,2.0,cloves,clove,"garlic, peeled and minced",garlic,peeled and minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_058,Marinated Tuna Steak,Main Dishes,Summer Main Dishes,2,¼ cup soy sauce,,0,1/4,0.25,0.25,cup,cup,soy sauce,soy sauce,,0,0,0,0,parsed_clean,,food_soy_sauce_prepacked,soy_sauce_prepacked,"Soy sauce, prepacked",Soy sauce,exact_family_name,medium,review_needed,exact food_family_name match,1,food_soy_sauce_prepacked,family_exact_unique,safe_to_promote_with_rule,"Soy sauce, prepacked",unique family-level match looks safe enough for a narrow promotion rule
pilot_recipe_final_058,Marinated Tuna Steak,Main Dishes,Summer Main Dishes,6,"1 clove garlic, minced",,0,1,1.0,1.0,clove,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_060,Miso Ramen Stir Fry,Dinner,Pasta Main Dishes,10,"sesame seeds,",,0,,,,,,sesame seeds,sesame seeds,,0,0,0,0,parsed_partial,missing_quantity,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,2,"food_sesame_seed,food_sesame_seed_grilled_husked",family_fallback_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_061,Miso Salmon,Main Dishes,Japanese Main Dishes,6,¼ cup water,,0,1/4,0.25,0.25,cup,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled,family_exact_unique,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_061,Miso Salmon,Main Dishes,Japanese Main Dishes,8,2 tablespoons sesame seeds,,0,2,2.0,2.0,tablespoons,tablespoon,sesame seeds,sesame seeds,,0,0,0,0,parsed_clean,,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,2,"food_sesame_seed,food_sesame_seed_grilled_husked",family_fallback_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_062,Mujaddara Arabic Lentil Rice,Vegetarian,Vegetarian Whole Grain,1,"2 3/4 cups water, divided",,0,2 3/4,2.75,2.75,cups,cup,"water, divided",water,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled,family_exact_unique,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_063,Orange-Pineapple Pork Stir-Fry,Pork,Pork Stir-Fry,2,2 tablespoons water,,0,2,2.0,2.0,tablespoons,tablespoon,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled,family_exact_unique,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_063,Orange-Pineapple Pork Stir-Fry,Pork,Pork Stir-Fry,3,1 ½ cups water,,0,1 1/2,1.5,1.5,cups,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled,family_exact_unique,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_064,Parsley and Parmesan Crusted Pork Tenderloin,Pork,Pork Tenderloin,1,cooking spray,,0,,,,,,cooking spray,cooking spray,,0,0,0,0,review_needed,missing_quantity; mapping_risk_line,,,,,no_match,low,review_needed,no_exact_or_normalized_match,0,,parse_review_no_match,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_064,Parsley and Parmesan Crusted Pork Tenderloin,Pork,Pork Tenderloin,10,"2 cloves garlic, minced",,0,2,2.0,2.0,cloves,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_065,Pizza Casserole,Beef Recipes,Beef Casserole,3,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_065,Pizza Casserole,Beef Recipes,Beef Casserole,5,"2 cloves garlic, minced",,0,2,2.0,2.0,cloves,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_065,Pizza Casserole,Beef Recipes,Beef Casserole,8,1/4 cup milk,,0,1/4,0.25,0.25,cup,cup,milk,milk,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,3,"food_milk_powder_semi_skimmed,food_milk_powder_skimmed,food_milk_powder_whole",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_066,Pork Tenderloin with Dijon Marsala Sauce,Pork,Pork Tenderloin,5,"2 shallots, minced",,0,2,2.0,2.0,,,"shallots, minced",shallots,minced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,3,"food_shallot_cooked,food_shallot_grilled_pan_fried_without_fat,food_shallot_raw",family_fallback_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_068,Posole Soup,Mexican,Mexican Soups And Stews,1,2 pounds pork loin,,0,2,2.0,2.0,pounds,pound,pork loin,pork loin,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_pork_loin_cooked,food_pork_loin_raw",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_068,Posole Soup,Mexican,Mexican Soups And Stews,3,water to cover,,0,,,,,,water to cover,water to cover,,0,0,0,0,review_needed,missing_quantity; mapping_risk_line,,,,,no_match,low,review_needed,no_exact_or_normalized_match,0,,parse_review_no_match,likely_bad_match,,current target is not a safe semantic default for this ingredient
pilot_recipe_final_068,Posole Soup,Mexican,Mexican Soups And Stews,6,½ cup shredded cabbage for garnish,,0,1/2,0.5,0.5,cup,cup,shredded cabbage,shredded cabbage,,0,1,0,0,review_needed,garnish_phrase,,,,,no_match,low,review_needed,no_exact_or_normalized_match,0,,parse_review_no_match,likely_bad_match,,mapping-risk line should stay out of auto-mapping
pilot_recipe_final_068,Posole Soup,Mexican,Mexican Soups And Stews,8,1 tablespoon onion,,0,1,1.0,1.0,tablespoon,tablespoon,onion,onion,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_069,President Ford's Braised Eye Round Steak,Dinner,Beef Steaks,2,"2 large onions, sliced",,0,2,2.0,2.0,,,"large onions, sliced",onions,large; sliced,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw",family_fallback_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_070,Quick Beef Stir-Fry,Main Dishes,Stir-Fries,5,"2 carrots, thinly sliced",,0,2,2.0,2.0,,,"carrots, thinly sliced",carrots,thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,9,"food_carrot_boiled_cooked_in_water_crunchy,food_carrot_boiled_cooked_in_water_tender,food_carrot_canned_drained,food_carrot_cooked,food_carrot_dehydrated",family_fallback_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_070,Quick Beef Stir-Fry,Main Dishes,Stir-Fries,8,2 tablespoons soy sauce,,0,2,2.0,2.0,tablespoons,tablespoon,soy sauce,soy sauce,,0,0,0,0,parsed_clean,,food_soy_sauce_prepacked,soy_sauce_prepacked,"Soy sauce, prepacked",Soy sauce,exact_family_name,medium,review_needed,exact food_family_name match,1,food_soy_sauce_prepacked,family_exact_unique,safe_to_promote_with_rule,"Soy sauce, prepacked",unique family-level match looks safe enough for a narrow promotion rule
pilot_recipe_final_070,Quick Beef Stir-Fry,Main Dishes,Stir-Fries,9,"2 tablespoons sesame seeds, toasted",,0,2,2.0,2.0,tablespoons,tablespoon,"sesame seeds, toasted",sesame seeds,toasted,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,2,"food_sesame_seed,food_sesame_seed_grilled_husked",family_fallback_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_071,Quick Super-Delicious Zuppa Toscana,Italian,Italian Soups And Stews,4,"1 large onion, diced",,0,1,1.0,1.0,,,"large onion, diced",onion,large; diced,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw",family_exact_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
pilot_recipe_final_071,Quick Super-Delicious Zuppa Toscana,Italian,Italian Soups And Stews,7,"6 potatoes, thinly sliced",,0,6,6.0,6.0,,,"potatoes, thinly sliced",potatoes,thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_potato_boiled_cooked_in_water,food_potato_canned_drained,food_potato_cooked,food_potato_roasted_baked",family_fallback_ambiguous,keep_in_review,,family-level match is still ambiguous and should not be auto-promoted
