recipe_source_id,recipe_title_raw,category_raw,subcategory_raw,ingredient_index,ingredient_raw,section_name_raw,is_section_header,quantity_raw,quantity_value_low,quantity_value_high,unit_raw,unit_normalized,ingredient_text_clean,food_name_candidate,preparation_note,optional_flag,garnish_flag,alternative_flag,packaging_flag,parse_status,parse_notes,issue_category_primary,issue_categories_all,issue_judgment
pilot_recipe_final_023,Corned Beef and Cabbage,Beef Recipes,Beef Brisket,8,"1 large head cabbage, cored, and sliced",,0,1,1.0,1.0,,,"large head cabbage, cored, and sliced",head cabbage,large; cored; and sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_023,Corned Beef and Cabbage,Beef Recipes,Beef Brisket,9,"1 cup Golden Delicious apples, cored and quartered with peel",,0,1,1.0,1.0,cup,cup,"Golden Delicious apples, cored and quartered with peel",cored and quartered with peel,Golden Delicious apples,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_025,"Easy Bacon, Onion, and Cheese-Stuffed Burgers",Main Dishes,Burgers,6,"½ pound bacon, cut into 1/4 inch pieces",,0,1/2,0.5,0.5,pound,pound,"bacon, cut into 1/4 inch pieces",bacon,cut into 1/4 inch pieces,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_025,"Easy Bacon, Onion, and Cheese-Stuffed Burgers",Main Dishes,Burgers,7,"1 medium onion, finely chopped",,0,1,1.0,1.0,,,"medium onion, finely chopped",onion,medium; finely chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_025,"Easy Bacon, Onion, and Cheese-Stuffed Burgers",Main Dishes,Burgers,9,"6 hamburger buns, split",,0,6,6.0,6.0,,,"hamburger buns, split",hamburger buns,split,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_026,Easy Ginger Beef,Beef Recipes,Beef Stir-Fry,5,"12 mushrooms, sliced",,0,12,12.0,12.0,,,"mushrooms, sliced",mushrooms,sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_026,Easy Ginger Beef,Beef Recipes,Beef Stir-Fry,6,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_026,Easy Ginger Beef,Beef Recipes,Beef Stir-Fry,7,"1 red bell pepper, chopped",,0,1,1.0,1.0,,,"red bell pepper, chopped",red bell pepper,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,1,"1 red bell pepper, sliced into thin strips",,0,1,1.0,1.0,,,"red bell pepper, sliced into thin strips",red bell pepper,sliced into thin strips,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,2,"1 green bell pepper, sliced into thin strips",,0,1,1.0,1.0,,,"green bell pepper, sliced into thin strips",green bell pepper,sliced into thin strips,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,3,"1 large onion, sliced into thin strips",,0,1,1.0,1.0,,,"large onion, sliced into thin strips",onion,large; sliced into thin strips,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,4,"1 large fresh jalapeño pepper, sliced",,0,1,1.0,1.0,,,"large fresh jalapeño pepper, sliced",fresh jalapeño pepper,large; sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,5,"2 ½ teaspoons fajita seasoning mix, divided",,0,2 1/2,2.5,2.5,teaspoons,teaspoon,"fajita seasoning mix, divided",fajita seasoning mix,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,7,"12 ounces raw large shrimp, peeled and deveined",,0,12,12.0,12.0,ounces,ounce,"raw large shrimp, peeled and deveined",raw large shrimp,peeled and deveined,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_028,Easy Grilled Vegetables,Vegetarian,Vegetarian Bbq & Grilling,6,"8 large mushrooms, quartered",,0,8,8.0,8.0,,,"large mushrooms, quartered",mushrooms,large; quartered,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_028,Easy Grilled Vegetables,Vegetarian,Vegetarian Bbq & Grilling,7,"1 large zucchini, quartered",,0,1,1.0,1.0,,,"large zucchini, quartered",zucchini,large; quartered,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_028,Easy Grilled Vegetables,Vegetarian,Vegetarian Bbq & Grilling,8,"1 large green bell pepper, cut into pieces",,0,1,1.0,1.0,,,"large green bell pepper, cut into pieces",green bell pepper,large; cut into pieces,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_028,Easy Grilled Vegetables,Vegetarian,Vegetarian Bbq & Grilling,9,"1 large red onion, cut into pieces",,0,1,1.0,1.0,,,"large red onion, cut into pieces",red onion,large; cut into pieces,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_029,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,4,"1 medium tomato, diced",,0,1,1.0,1.0,,,"medium tomato, diced",tomato,medium; diced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_029,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,5,"½ red onion, chopped",,0,1/2,0.5,0.5,,,"red onion, chopped",red onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_029,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,7,"2 scallions, thinly sliced",,0,2,2.0,2.0,,,"scallions, thinly sliced",scallions,thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_029,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,11,"1 avocado, sliced",,0,1,1.0,1.0,,,"avocado, sliced",avocado,sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_030,Easy North Carolina Barbeque,Pork,Pork Shoulder,3,"1 cup butter, melted",,0,1,1.0,1.0,cup,cup,"butter, melted",butter,melted,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_032,Fried Beef Ribs,Beef Recipes,Beef Ribs,7,"6 pounds beef ribs, cut into single rib pieces",,0,6,6.0,6.0,pounds,pound,"beef ribs, cut into single rib pieces",beef ribs,cut into single rib pieces,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_032,Fried Beef Ribs,Beef Recipes,Beef Ribs,8,"6 large eggs, beaten",,0,6,6.0,6.0,,,"large eggs, beaten",eggs,large; beaten,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_033,Garlic Butter Smoked Shrimp,Healthy Recipes,Keto Diet,1,"1 pound large shrimp, peeled and deveined",,0,1,1.0,1.0,pound,pound,"large shrimp, peeled and deveined",shrimp,large; peeled and deveined,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_034,Garlic Ginger Chicken Meatball Bowls,Main Dishes,Meatballs,3,"1 piece fresh ginger, peeled and minced",,0,1,1.0,1.0,,,"piece fresh ginger, peeled and minced",piece fresh ginger,peeled and minced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_034,Garlic Ginger Chicken Meatball Bowls,Main Dishes,Meatballs,4,"1/2 onion, finely minced",,0,1/2,0.5,0.5,,,"onion, finely minced",onion,finely minced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_034,Garlic Ginger Chicken Meatball Bowls,Main Dishes,Meatballs,7,"1 large egg, lightly beaten",,0,1,1.0,1.0,,,"large egg, lightly beaten",egg,large; lightly beaten,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_036,Goat Cheese and Leek Quiche,Vegetarian,Vegetarian Quiche,2,"3 leeks - white and light green parts only, halved lengthwise, and sliced",,0,3,3.0,3.0,,,"leeks - white and light green parts only, halved lengthwise, and sliced",leeks - white and light green parts only,halved lengthwise; and sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_036,Goat Cheese and Leek Quiche,Vegetarian,Vegetarian Quiche,10,"2 ounces soft goat cheese, crumbled",,0,2,2.0,2.0,ounces,ounce,"soft goat cheese, crumbled",soft goat cheese,crumbled,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_037,Grandma's Chicken Noodle Soup,Healthy Recipes,Low Glycemic Impact Recipes,10,"3 cups diced, cooked chicken meat",,0,3,3.0,3.0,cups,cup,"diced, cooked chicken meat",cooked chicken meat,diced,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_038,Grilled Balsamic and Soy Marinated Flank Steak,Beef Recipes,Bbq & Grilled Beef,1,"½ onion, chopped",,0,1/2,0.5,0.5,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_040,Grilled London Broil,Beef Recipes,Bbq & Grilled Beef,1,"1 ½ pounds top round, London Broil cut",,0,1 1/2,1.5,1.5,pounds,pound,"top round, London Broil cut",London Broil cut,top round,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_041,Grilled Mahi Mahi in Thai Coconut Sauce,Main Dishes,Thai Main Dishes,2,"4 tablespoons chopped fresh cilantro, divided",,0,4,4.0,4.0,tablespoons,tablespoon,"chopped fresh cilantro, divided",chopped fresh cilantro,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_041,Grilled Mahi Mahi in Thai Coconut Sauce,Main Dishes,Thai Main Dishes,3,"4 tablespoons chopped green onions, divided",,0,4,4.0,4.0,tablespoons,tablespoon,"chopped green onions, divided",chopped green onions,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_042,Grilled Pork Tenderloin with Balsamic Honey Glaze,Pork,Pork Tenderloin,6,"2 tablespoons olive oil, divided",,0,2,2.0,2.0,tablespoons,tablespoon,"olive oil, divided",olive oil,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_098,Grilled Stuffed Portobello Mushroom Caps,Vegetarian,Vegetarian Bbq & Grilling,4,"½ cup grape tomatoes, quartered",,0,1/2,0.5,0.5,cup,cup,"grape tomatoes, quartered",grape tomatoes,quartered,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_098,Grilled Stuffed Portobello Mushroom Caps,Vegetarian,Vegetarian Bbq & Grilling,6,"1 green onion, thinly sliced",,0,1,1.0,1.0,,,"green onion, thinly sliced",green onion,thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_043,Ham and Cheese Breakfast Casserole,Pork,Pork Casserole,2,"8 ounces cooked ham, cubed",,0,8,8.0,8.0,ounces,ounce,"cooked ham, cubed",cooked ham,cubed,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_043,Ham and Cheese Breakfast Casserole,Pork,Pork Casserole,9,"½ cup butter, melted",,0,1/2,0.5,0.5,cup,cup,"butter, melted",butter,melted,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_044,Healthier Broiled Tilapia Parmesan,Healthy Recipes,Healthy Makeover Recipes,3,"2 tablespoons unsalted butter, softened",,0,2,2.0,2.0,tablespoons,tablespoon,"unsalted butter, softened",unsalted butter,softened,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,5,"3 eggplant, peeled and thinly sliced",,0,3,3.0,3.0,,,"eggplant, peeled and thinly sliced",eggplant,peeled and thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,6,"6 cups spaghetti sauce, divided",,0,6,6.0,6.0,cups,cup,"spaghetti sauce, divided",spaghetti sauce,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,7,"¾ pound part-skim mozzarella cheese, shredded and divided",,0,3/4,0.75,0.75,pound,pound,"part-skim mozzarella cheese, shredded and divided",part-skim mozzarella cheese,shredded and divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,8,"½ cup grated Parmesan cheese, divided",,0,1/2,0.5,0.5,cup,cup,"grated Parmesan cheese, divided",grated Parmesan cheese,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_046,Healthier Ultimate Twice-Baked Potatoes,Healthy Recipes,Healthy Makeover Recipes,8,"4 green onions, sliced",,0,4,4.0,4.0,,,"green onions, sliced",green onions,sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_046,Healthier Ultimate Twice-Baked Potatoes,Healthy Recipes,Healthy Makeover Recipes,10,"4 green onions, sliced",,0,4,4.0,4.0,,,"green onions, sliced",green onions,sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_049,Home-Fried Potatoes,Vegetarian,Vegetarian Breakfast And Brunch,2,"3 tablespoons olive oil, divided",,0,3,3.0,3.0,tablespoons,tablespoon,"olive oil, divided",olive oil,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_049,Home-Fried Potatoes,Vegetarian,Vegetarian Breakfast And Brunch,3,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_049,Home-Fried Potatoes,Vegetarian,Vegetarian Breakfast And Brunch,4,"1 green bell pepper, seeded and chopped",,0,1,1.0,1.0,,,"green bell pepper, seeded and chopped",seeded and chopped,green bell pepper,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_050,Honey Mustard Spaghetti,Dinner,Pasta Main Dishes,5,"1 pound boneless chicken breast, cubed",,0,1,1.0,1.0,pound,pound,"boneless chicken breast, cubed",boneless chicken breast,cubed,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline|other,safe_for_mapping_now
pilot_recipe_final_053,Italian Style Short Ribs,Beef Recipes,Beef Ribs,3,"2 pounds beef short ribs, cut into 2 inch pieces",,0,2,2.0,2.0,pounds,pound,"beef short ribs, cut into 2 inch pieces",beef short ribs,cut into 2 inch pieces,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_053,Italian Style Short Ribs,Beef Recipes,Beef Ribs,9,"⅛ teaspoon dried oregano, crushed",,0,1/8,0.125,0.125,teaspoon,teaspoon,"dried oregano, crushed",dried oregano,crushed,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_099,Italian Wedding Soup,Main Dishes,Main Dish Soups And Stews,2,"1 large egg, lightly beaten",,0,1,1.0,1.0,,,"large egg, lightly beaten",egg,large; lightly beaten,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_100,"Kale, Quinoa, and Avocado Salad with Lemon Dijon Vinaigrette",Dinner,Main Dish Salads,4,"½ avocado, peeled, pitted, and diced",,0,1/2,0.5,0.5,,,"avocado, peeled, pitted, and diced",and diced,avocado; peeled; pitted,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_054,Korean Barbecue Short Ribs Teriyaki,Beef Recipes,Beef Ribs,8,"2 pounds beef short ribs, cut flanken-style",,0,2,2.0,2.0,pounds,pound,"beef short ribs, cut flanken-style",beef short ribs,cut flanken-style,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_055,Lemon Panko-Crusted Salmon,Dinner,Quick And Easy Dinners For One,9,"1 tablespoon butter, melted",,0,1,1.0,1.0,tablespoon,tablespoon,"butter, melted",butter,melted,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_057,Marinated Barbequed Vegetables,Vegetarian,Vegetarian Bbq & Grilling,1,"1 small eggplant, cut into 3/4 inch thick slices",,0,1,1.0,1.0,,,"small eggplant, cut into 3/4 inch thick slices",eggplant,small; cut into 3/4 inch thick slices,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_057,Marinated Barbequed Vegetables,Vegetarian,Vegetarian Bbq & Grilling,2,"2 small red bell peppers, seeded and cut into wide strips",,0,2,2.0,2.0,,,"small red bell peppers, seeded and cut into wide strips",seeded and cut into wide strips,small red bell peppers,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_057,Marinated Barbequed Vegetables,Vegetarian,Vegetarian Bbq & Grilling,3,"3 zucchinis, sliced",,0,3,3.0,3.0,,,"zucchinis, sliced",zucchinis,sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_057,Marinated Barbequed Vegetables,Vegetarian,Vegetarian Bbq & Grilling,4,"6 fresh mushrooms, stems removed",,0,6,6.0,6.0,,,"fresh mushrooms, stems removed",fresh mushrooms,stems removed,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_101,Mediterranean Lentil Salad,Vegetarian,Vegan Recipes,3,"1 cup red onion, diced",,0,1,1.0,1.0,cup,cup,"red onion, diced",red onion,diced,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_059,Million Dollar Chicken Breasts,Dinner,Main Dishes,8,"1/2 cup green onion, divided",,0,1/2,0.5,0.5,cup,cup,"green onion, divided",green onion,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_062,Mujaddara Arabic Lentil Rice,Vegetarian,Vegetarian Whole Grain,1,"2 3/4 cups water, divided",,0,2 3/4,2.75,2.75,cups,cup,"water, divided",water,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_062,Mujaddara Arabic Lentil Rice,Vegetarian,Vegetarian Whole Grain,2,"1 cup dry lentils, rinsed",,0,1,1.0,1.0,cup,cup,"dry lentils, rinsed",dry lentils,rinsed,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
