recipe_source_id,recipe_title_raw,category_raw,subcategory_raw,ingredient_index,ingredient_raw,section_name_raw,is_section_header,quantity_raw,quantity_value_low,quantity_value_high,unit_raw,unit_normalized,ingredient_text_clean,food_name_candidate,preparation_note,optional_flag,garnish_flag,alternative_flag,packaging_flag,parse_status,parse_notes,issue_category_primary,issue_categories_all,issue_judgment
pilot_recipe_final_062,Mujaddara Arabic Lentil Rice,Vegetarian,Vegetarian Whole Grain,5,"2 teaspoons salt, divided",,0,2,2.0,2.0,teaspoons,teaspoon,"salt, divided",salt,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_062,Mujaddara Arabic Lentil Rice,Vegetarian,Vegetarian Whole Grain,6,"¾ cup white rice, rinsed",,0,3/4,0.75,0.75,cup,cup,"white rice, rinsed",white rice,rinsed,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_062,Mujaddara Arabic Lentil Rice,Vegetarian,Vegetarian Whole Grain,9,"3 white onions, sliced into 1/4-inch rings",,0,3,3.0,3.0,,,"white onions, sliced into 1/4-inch rings",white onions,sliced into 1/4-inch rings,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_103,Oven Roasted Potatoes,Vegetarian,Vegetarian Side Dishes,11,"4 large potatoes, peeled and cubed",,0,4,4.0,4.0,,,"large potatoes, peeled and cubed",potatoes,large; peeled and cubed,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_065,Pizza Casserole,Beef Recipes,Beef Casserole,3,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_065,Pizza Casserole,Beef Recipes,Beef Casserole,4,"1 green bell pepper, chopped",,0,1,1.0,1.0,,,"green bell pepper, chopped",green bell pepper,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_066,Pork Tenderloin with Dijon Marsala Sauce,Pork,Pork Tenderloin,5,"2 shallots, minced",,0,2,2.0,2.0,,,"shallots, minced",shallots,minced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_067,Portuguese Pork with Red Peppers,Healthy Recipes,Low-Calorie Recipes,1,"4 large cloves garlic, peeled",,0,4,4.0,4.0,,,"large cloves garlic, peeled",cloves garlic,large; peeled,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_067,Portuguese Pork with Red Peppers,Healthy Recipes,Low-Calorie Recipes,5,"2 pounds pork tenderloin, cut into 1 inch medallions",,0,2,2.0,2.0,pounds,pound,"pork tenderloin, cut into 1 inch medallions",pork tenderloin,cut into 1 inch medallions,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_067,Portuguese Pork with Red Peppers,Healthy Recipes,Low-Calorie Recipes,6,"2 red bell peppers, julienned",,0,2,2.0,2.0,,,"red bell peppers, julienned",red bell peppers,julienned,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_068,Posole Soup,Mexican,Mexican Soups And Stews,7,"1 small head cabbage, shredded",,0,1,1.0,1.0,,,"small head cabbage, shredded",head cabbage,small; shredded,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_068,Posole Soup,Mexican,Mexican Soups And Stews,9,"1 lime, cut into wedges",,0,1,1.0,1.0,,,"lime, cut into wedges",lime,cut into wedges,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_069,President Ford's Braised Eye Round Steak,Dinner,Beef Steaks,2,"2 large onions, sliced",,0,2,2.0,2.0,,,"large onions, sliced",onions,large; sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_070,Quick Beef Stir-Fry,Main Dishes,Stir-Fries,2,"1 pound beef sirloin, cut into 2-inch strips",,0,1,1.0,1.0,pound,pound,"beef sirloin, cut into 2-inch strips",beef sirloin,cut into 2-inch strips,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_070,Quick Beef Stir-Fry,Main Dishes,Stir-Fries,4,"1 red bell pepper, cut into matchsticks",,0,1,1.0,1.0,,,"red bell pepper, cut into matchsticks",red bell pepper,cut into matchsticks,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_070,Quick Beef Stir-Fry,Main Dishes,Stir-Fries,5,"2 carrots, thinly sliced",,0,2,2.0,2.0,,,"carrots, thinly sliced",carrots,thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_070,Quick Beef Stir-Fry,Main Dishes,Stir-Fries,6,"1 green onion, chopped",,0,1,1.0,1.0,,,"green onion, chopped",green onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_070,Quick Beef Stir-Fry,Main Dishes,Stir-Fries,9,"2 tablespoons sesame seeds, toasted",,0,2,2.0,2.0,tablespoons,tablespoon,"sesame seeds, toasted",sesame seeds,toasted,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_071,Quick Super-Delicious Zuppa Toscana,Italian,Italian Soups And Stews,4,"1 large onion, diced",,0,1,1.0,1.0,,,"large onion, diced",onion,large; diced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_071,Quick Super-Delicious Zuppa Toscana,Italian,Italian Soups And Stews,7,"6 potatoes, thinly sliced",,0,6,6.0,6.0,,,"potatoes, thinly sliced",potatoes,thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_072,Quick and Easy Chicken,Healthy Recipes,Dairy-Free Recipes,2,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_072,Quick and Easy Chicken,Healthy Recipes,Dairy-Free Recipes,3,"4 skinless, boneless chicken breasts",,0,4,4.0,4.0,,,"skinless, boneless chicken breasts",boneless chicken breasts,skinless,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit|other,safe_for_mapping_now
pilot_recipe_final_073,Red Pepper Soup,Healthy Recipes,Weight-Loss Recipes,2,"4 red bell peppers, chopped",,0,4,4.0,4.0,,,"red bell peppers, chopped",red bell peppers,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_073,Red Pepper Soup,Healthy Recipes,Weight-Loss Recipes,3,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_075,Rich Italian Sausage and Potato Soup,Italian,Italian Soups And Stews,4,"1 ¼ teaspoons garlic, minced",,0,1 1/4,1.25,1.25,teaspoons,teaspoon,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_075,Rich Italian Sausage and Potato Soup,Italian,Italian Soups And Stews,7,"2 potatoes, cubed",,0,2,2.0,2.0,,,"potatoes, cubed",potatoes,cubed,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_075,Rich Italian Sausage and Potato Soup,Italian,Italian Soups And Stews,8,"2 cups kale, rinsed and julienned",,0,2,2.0,2.0,cups,cup,"kale, rinsed and julienned",kale,rinsed and julienned,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_077,Sheet Pan Halibut with Orange and Fennel,Dinner,Sheet Pan Dinners,2,"3 teaspoons olive oil, divided",,0,3,3.0,3.0,teaspoons,teaspoon,"olive oil, divided",olive oil,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_077,Sheet Pan Halibut with Orange and Fennel,Dinner,Sheet Pan Dinners,4,"2 teaspoons talian seasoning, divided",,0,2,2.0,2.0,teaspoons,teaspoon,"talian seasoning, divided",talian seasoning,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_077,Sheet Pan Halibut with Orange and Fennel,Dinner,Sheet Pan Dinners,5,"1/4 teaspoon salt, divided",,0,1/4,0.25,0.25,teaspoon,teaspoon,"salt, divided",salt,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_077,Sheet Pan Halibut with Orange and Fennel,Dinner,Sheet Pan Dinners,6,"1/4 teaspoon black pepper, divided",,0,1/4,0.25,0.25,teaspoon,teaspoon,"black pepper, divided",black pepper,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_077,Sheet Pan Halibut with Orange and Fennel,Dinner,Sheet Pan Dinners,8,"1 orange, thinly sliced",,0,1,1.0,1.0,,,"orange, thinly sliced",orange,thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_078,Sheet Pan Lemon Balsamic Chicken and Potatoes,Dinner,Sheet Pan Dinners,1,"1 1/2 pounds skinless, boneless chicken thighs",,0,1 1/2,1.5,1.5,pounds,pound,"skinless, boneless chicken thighs",boneless chicken thighs,skinless,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline|other,safe_for_mapping_now
pilot_recipe_final_079,Sheet Pan Salmon and Veggies,Dinner,Sheet Pan Dinners,5,"1 cup grape tomatoes, halved",,0,1,1.0,1.0,cup,cup,"grape tomatoes, halved",grape tomatoes,halved,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_079,Sheet Pan Salmon and Veggies,Dinner,Sheet Pan Dinners,6,"1 red onion, thinly sliced",,0,1,1.0,1.0,,,"red onion, thinly sliced",red onion,thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_080,Simple Slow Roast Chicken,Dinner,Baked And Roasted Chicken,9,"1 onion, quartered",,0,1,1.0,1.0,,,"onion, quartered",onion,quartered,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_104,Slow Cooker Vegetarian Curry,Vegetarian,Vegetarian Slow Cooker Recipes,3,"3 potatoes, chopped",,0,3,3.0,3.0,,,"potatoes, chopped",potatoes,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_104,Slow Cooker Vegetarian Curry,Vegetarian,Vegetarian Slow Cooker Recipes,4,"3 tomatoes, chopped",,0,3,3.0,3.0,,,"tomatoes, chopped",tomatoes,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_082,Sriracha Honey Chicken,Dinner,Quick And Easy Dinners For One,3,"1 tablespoon butter, melted",,0,1,1.0,1.0,tablespoon,tablespoon,"butter, melted",butter,melted,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_082,Sriracha Honey Chicken,Dinner,Quick And Easy Dinners For One,9,"2 skinless, boneless chicken breasts",,0,2,2.0,2.0,,,"skinless, boneless chicken breasts",boneless chicken breasts,skinless,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit|other,safe_for_mapping_now
pilot_recipe_final_086,Sweet and Sour Ground Pork Stir-Fry,Pork,Pork Stir-Fry,2,"1 onion, sliced",,0,1,1.0,1.0,,,"onion, sliced",onion,sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_086,Sweet and Sour Ground Pork Stir-Fry,Pork,Pork Stir-Fry,3,"2 carrots, peeled and sliced",,0,2,2.0,2.0,,,"carrots, peeled and sliced",carrots,peeled and sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_086,Sweet and Sour Ground Pork Stir-Fry,Pork,Pork Stir-Fry,9,"1 green bell pepper, chopped",,0,1,1.0,1.0,,,"green bell pepper, chopped",green bell pepper,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_087,Texas Chicken Quesadillas,Mexican,Quesadillas,1,"2 tablespoons vegetable oil, divided",,0,2,2.0,2.0,tablespoons,tablespoon,"vegetable oil, divided",vegetable oil,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_087,Texas Chicken Quesadillas,Mexican,Quesadillas,2,"1 onion, sliced into rings",,0,1,1.0,1.0,,,"onion, sliced into rings",onion,sliced into rings,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_087,Texas Chicken Quesadillas,Mexican,Quesadillas,4,"2 skinless, boneless chicken breast halves - cut into strips",,0,2,2.0,2.0,,,"skinless, boneless chicken breast halves - cut into strips",boneless chicken breast halves - cut into strips,skinless,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit|other,safe_for_mapping_now
pilot_recipe_final_088,The Real Deal Korean Beef Ribs,Beef Recipes,Beef Ribs,1,"4 pounds Korean-style short ribs (beef chuck flanken, cut 1/3 to 1/2 inch thick across bones)",,0,4,4.0,4.0,pounds,pound,"Korean-style short ribs (beef chuck flanken, cut 1/3 to 1/2 inch thick across bones)",Korean-style short ribs (beef chuck flanken,cut 1/3 to 1/2 inch thick across bones),0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_106,Vegan Broccoli Soup,Vegetarian,Vegetarian Soups And Stews,2,"5 cups vegetable broth, divided",,0,5,5.0,5.0,cups,cup,"vegetable broth, divided",vegetable broth,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_106,Vegan Broccoli Soup,Vegetarian,Vegetarian Soups And Stews,3,"2 Yukon Gold potatoes, cut into 1/2-inch cubes",,0,2,2.0,2.0,,,"Yukon Gold potatoes, cut into 1/2-inch cubes",Yukon Gold potatoes,cut into 1/2-inch cubes,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_106,Vegan Broccoli Soup,Vegetarian,Vegetarian Soups And Stews,4,"1 onion, finely chopped",,0,1,1.0,1.0,,,"onion, finely chopped",onion,finely chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_089,Vegan Sweet Potato and Bean Burritos,Mexican,Burritos,1,"1 cup sweet potato, peeled and cut into 1/4-inch cubes",,0,1,1.0,1.0,cup,cup,"sweet potato, peeled and cut into 1/4-inch cubes",sweet potato,peeled and cut into 1/4-inch cubes,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_089,Vegan Sweet Potato and Bean Burritos,Mexican,Burritos,2,"½ cup yellow onion, sliced",,0,1/2,0.5,0.5,cup,cup,"yellow onion, sliced",yellow onion,sliced,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_090,Vegetable Quesadillas,Mexican,Quesadillas,1,"1 zucchini, cubed",,0,1,1.0,1.0,,,"zucchini, cubed",zucchini,cubed,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_090,Vegetable Quesadillas,Mexican,Quesadillas,3,"1 red bell pepper, chopped",,0,1,1.0,1.0,,,"red bell pepper, chopped",red bell pepper,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_090,Vegetable Quesadillas,Mexican,Quesadillas,4,"1 carrot, chopped",,0,1,1.0,1.0,,,"carrot, chopped",carrot,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_090,Vegetable Quesadillas,Mexican,Quesadillas,5,"1 yellow onion, chopped",,0,1,1.0,1.0,,,"yellow onion, chopped",yellow onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_090,Vegetable Quesadillas,Mexican,Quesadillas,6,"4 small button mushrooms, chopped",,0,4,4.0,4.0,,,"small button mushrooms, chopped",button mushrooms,small; chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_091,Vegetarian Pho (Vietnamese Noodle Soup),Vegetarian,Vegetarian Protein,2,"1 onion, peeled and halved",,0,1,1.0,1.0,,,"onion, peeled and halved",onion,peeled and halved,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,preparation_note_inline,preparation_note_inline|count_without_standard_unit,safe_for_mapping_now
pilot_recipe_final_093,Zesty Carnitas Tacos,Mexican,Mexican Slow Cooker Recipes,6,"1 teaspoon dried oregano, crushed",,0,1,1.0,1.0,teaspoon,teaspoon,"dried oregano, crushed",dried oregano,crushed,0,0,0,0,parsed_partial,preparation_note_from_commas,preparation_note_inline,preparation_note_inline,safe_for_mapping_now
pilot_recipe_final_004,Apple Butter Meatballs,Main Dishes,Meatballs,5,1 large egg,,0,1,1.0,1.0,,,large egg,egg,large,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,size_descriptor_only,size_descriptor_only|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_017,Cajun Shrimp and Sausage Sheet Pan Dinner,Dinner,Sheet Pan Dinners,4,1/2 medium red onion,,0,1/2,0.5,0.5,,,medium red onion,red onion,medium,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,size_descriptor_only,size_descriptor_only|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_097,Easy Black Bean Soup for Two,Dinner,Cooking For Two,3,1 small jalapeno,,0,1,1.0,1.0,,,small jalapeno,jalapeno,small,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,size_descriptor_only,size_descriptor_only|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_098,Grilled Stuffed Portobello Mushroom Caps,Vegetarian,Vegetarian Bbq & Grilling,1,4 large portobello mushrooms,,0,4,4.0,4.0,,,large portobello mushrooms,portobello mushrooms,large,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,size_descriptor_only,size_descriptor_only|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,1,1 large egg,,0,1,1.0,1.0,,,large egg,egg,large,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,size_descriptor_only,size_descriptor_only|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,2,3 large egg whites,,0,3,3.0,3.0,,,large egg whites,egg whites,large,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,size_descriptor_only,size_descriptor_only|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_046,Healthier Ultimate Twice-Baked Potatoes,Healthy Recipes,Healthy Makeover Recipes,1,4 large baking potatoes,,0,4,4.0,4.0,,,large baking potatoes,baking potatoes,large,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,size_descriptor_only,size_descriptor_only|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
pilot_recipe_final_089,Vegan Sweet Potato and Bean Burritos,Mexican,Burritos,6,4 large vegan tortillas,,0,4,4.0,4.0,,,large vegan tortillas,vegan tortillas,large,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,size_descriptor_only,size_descriptor_only|preparation_note_inline|count_without_standard_unit,safe_with_small_cleanup
