recipe_id_candidate,source_index,display_name,source_category,source_subcategory,recipe_kind_guess,primary_protein,protein_hits_detected,review_status,review_reason,is_weird_or_random,is_too_american_processed,is_complete_meal_really,has_clear_protein,has_clear_carb_or_veg,likely_mapping_risk,title_quality_score,selection_reason,num_ingredients,num_steps
recipes_v1_1_candidate_099,37610,Spicy Indian Dahl,Indian,Indian Main Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,3
recipes_v1_1_candidate_100,731,Easy Deviled Egg Potato Salad,Allrecipes Allstar Recipes,Allrecipes Allstars Salad,salad,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,2
recipes_v1_1_candidate_101,15553,Simple Hot and Sour Soup,Chinese,Chinese Soups And Stews,soup,pork,pork|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,15,6
recipes_v1_1_candidate_102,34894,Navy Bean Soup,Healthy Recipes,Low Glycemic Impact Recipes,soup,pork,pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,15,3
recipes_v1_1_candidate_103,60492,Breadless Stuffing,Vegetarian,Vegetarian Thanksgiving,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,4
recipes_v1_1_candidate_104,30139,Steak Fried Rice,Fried Rice,Fried Rice,complete_main,beef,beef|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,16,4
recipes_v1_1_candidate_105,37080,Spinach and Ricotta Tortellini,Homemade Pasta,Homemade Pasta,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,8
recipes_v1_1_candidate_106,46275,Cabbage Fried Rice,Main Dishes,Rice Main Dishes,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,4
recipes_v1_1_candidate_107,39511,American Potato Salad,July 4Th,4Th Of July Salads,salad,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,9,5
recipes_v1_1_candidate_108,662,Steak and Broccoli Stir Fry,Allrecipes Allstar Recipes,Allrecipes Allstars Main Dishes,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,4
recipes_v1_1_candidate_109,48094,Randy's Slow Cooker Ravioli Lasagna,Main Dishes,Lasagna,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,3
recipes_v1_1_candidate_110,42369,Cold Rice Salad,Leftovers,Rice Leftovers,salad,chicken,chicken|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,4
recipes_v1_1_candidate_111,52973,Nut Loaf Supreme,Mushrooms,Vegetarian Mushroom Main Dishes,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,16,5
recipes_v1_1_candidate_112,632,Lemon Chicken Gnocchi,Allrecipes Allstar Recipes,Allrecipes Allstars Main Dishes,near_complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,low,8.0,main_complete_or_near_complete,7,5
recipes_v1_1_candidate_113,13881,Campfire Carnitas,Chef John,Chef John'S Main Dishes,near_complete_main,pork,pork,keep,quality_pass,False,False,True,True,True,low,8.0,main_complete_or_near_complete,7,5
recipes_v1_1_candidate_114,42380,Fried Rice with Tofu,Leftovers,Rice Leftovers,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,4
recipes_v1_1_candidate_115,42858,Ground Turkey Lettuce Wraps,Lettuce Wraps,Lettuce Wraps,near_complete_main,turkey,turkey,keep,quality_pass,False,False,True,True,True,low,8.0,main_complete_or_near_complete,5,2
recipes_v1_1_candidate_116,15457,"Velveting Chicken Breast, Chinese Restaurant Style",Chinese,Chinese Main Dishes,near_complete_main,chicken,chicken|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,7,4
recipes_v1_1_candidate_117,26089,Tomato Basil Salmon,Dinner,Quick And Easy Dinners For One,near_complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,5,3
recipes_v1_1_candidate_118,40208,Korean Sweet Potato Noodles (Japchae),Korean,Korean Main Dishes,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,6
recipes_v1_1_candidate_119,46950,Grilled Beef Tenderloin with Herb-Garlic-Pepper Coating,Main Dishes,Roasts,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,7,7
recipes_v1_1_candidate_120,14428,Super Easy Chicken Noodle Soup,Chicken Noodle Soups,Chicken Noodle Soups,soup,chicken,chicken|egg,keep,quality_pass,False,False,True,True,True,medium,7.0,main_complete_or_near_complete,4,3
recipes_v1_1_candidate_121,43095,Broccoli Beef I,Low Calorie,200 Calorie Main Dishes,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,2
recipes_v1_1_candidate_122,47609,Gourmet Chicken Sandwich,Main Dishes,Spring Main Dishes,near_complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,2
recipes_v1_1_candidate_123,48932,Blackened Shrimp Tacos,Main Dishes,Mexican Main Dishes,near_complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,4
recipes_v1_1_candidate_124,51399,Fish Tacos al Pastor,Mexican,Mexican Fish Tacos,near_complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,4,9
recipes_v1_1_candidate_125,46510,Chipotle Chicken Burgers,Main Dishes,Burgers,near_complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,4,4
recipes_v1_1_candidate_126,15634,Beefy Chinese Dumplings,Chinese,Chinese Beef Main Dishes,near_complete_main,beef,beef|egg,keep,quality_pass,False,False,True,True,True,low,8.0,main_complete_or_near_complete,10,3
recipes_v1_1_candidate_127,59429,Valerio's Pulled Pork Sandwich,Pork,Pork Sandwiches,near_complete_main,pork,pork,keep,quality_pass,False,False,True,True,True,low,8.0,main_complete_or_near_complete,7,7
recipes_v1_1_candidate_128,26887,Grilled Chicken and Strawberry Mason Jar Salad with Poppyseed Dressing,Dinner,Side Dishes,salad,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,7
recipes_v1_1_candidate_129,26740,Garlic Butter Steak Bites With Mushrooms,Dinner,Beef Steaks,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,5,6
recipes_v1_1_candidate_130,15730,Easy Moo Shu Pork,Chinese,Chinese Pork Main Dishes,near_complete_main,pork,pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,9,2
recipes_v1_1_candidate_131,36642,Garlic Chicken Stir Fry,High Fiber,High-Fiber Main Dishes,near_complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,14,2
recipes_v1_1_candidate_132,9367,Amy's Delicious Turkey Burgers,Burgers,Turkey Burgers,near_complete_main,turkey,turkey|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,3
recipes_v1_1_candidate_133,26279,Slow Cooker Italian Beef,Dinner,Slow Cooker Main Dishes,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,4
recipes_v1_1_candidate_134,5080,Spicy Slow-Cooked Beanless Chili,Beef Recipes,Beef Chili,soup,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,2
recipes_v1_1_candidate_135,5226,Spicy Beef Curry Stew for the Slow Cooker,Beef Recipes,Beef Stew,soup,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,3
recipes_v1_1_candidate_136,15543,Chinese Shrimp and Tofu Soup,Chinese,Chinese Soups And Stews,soup,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,3
recipes_v1_1_candidate_137,20405,Chicken Zoodle Soup in a Jar,Comfort Food,Chicken Soup,soup,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,2
recipes_v1_1_candidate_138,70,Air Fryer Lemon Garlic Parmesan Chicken,Air Fryer Recipes,Air Fryer Main Dish Recipes,near_complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,7
recipes_v1_1_candidate_139,26222,Sheet Pan Lemon Butter Garlic Shrimp with Asparagus,Dinner,Sheet Pan Dinners,near_complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,6
recipes_v1_1_candidate_140,46041,Hot Honey Feta Chicken Skewers,Main Dishes,Chicken Main Dishes,near_complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,4
recipes_v1_1_candidate_141,51629,Lobster Ravioli in Tomato Cream Sauce with Shrimp,Mother'S Day,Mother'S Day Dinner,near_complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,7
recipes_v1_1_candidate_142,15470,"Super-Simple, Super-Spicy Mongolian Beef",Chinese,Chinese Main Dishes,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,7.0,main_complete_or_near_complete,9,2
recipes_v1_1_candidate_143,1708,Sausage Pinwheels,Appetizers And Snacks,Wraps And Rolls Appetizers,near_complete_main,pork,pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,4
recipes_v1_1_candidate_144,40739,Chicken Broth in a Slow Cooker,Kosher,Kosher Soups And Stews,near_complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,2
recipes_v1_1_candidate_145,56128,Bacon-Flavored Dog Biscuits,Pet Food,Pet Food,near_complete_main,pork,pork|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,3
recipes_v1_1_candidate_146,48803,Margaret's Keftedes (Greek Meatballs),Main Dishes,Greek Main Dishes,near_complete_main,beef,beef|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,7
recipes_v1_1_candidate_147,52558,Creamy Morel Mushroom Soup,Mushroom Soups,Mushroom Soups,soup,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,2
recipes_v1_1_candidate_148,684,Chimichurri Shrimp,Allrecipes Allstar Recipes,Allrecipes Allstars Main Dishes,near_complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,9,4
recipes_v1_1_candidate_149,15459,Chicken Fried Rice,Chinese,Chinese Main Dishes,near_complete_main,chicken,chicken|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,9,3
recipes_v1_1_candidate_150,14587,Smoky Chicken Salad,Chicken Salads,Bbq & Grilled Chicken Salads,salad,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,7,5
recipes_v1_1_candidate_151,33310,Low-Carb Meatloaf,Ground Turkey,Turkey Meatloaf,near_complete_main,turkey,turkey|beef|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,3
recipes_v1_1_candidate_152,15465,Szechwan Shrimp,Chinese,Chinese Main Dishes,near_complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,2
recipes_v1_1_candidate_153,15631,Asian Fire Meat,Chinese,Chinese Beef Main Dishes,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,2
recipes_v1_1_candidate_154,26517,Mary's Meatloaf,Dinner,Meatloaf,near_complete_main,beef,beef|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,4
recipes_v1_1_candidate_155,40232,Korean BBQ Beef (Pul-Kogi),Korean,Korean Main Dishes,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,2
recipes_v1_1_candidate_156,8759,Potato Leek Latkes,Breakfast Potatoes,Potato Pancakes,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,6,4
recipes_v1_1_candidate_157,48501,Crab Omelet,Main Dishes,Filipino Main Dishes,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,11,3
recipes_v1_1_candidate_158,30356,Potato and Zucchini Frittata,Frittatas,Frittatas,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,8,4
recipes_v1_1_candidate_159,44763,Egg Scramble,Low Sodium,Low-Sodium Breakfast And Brunch,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,10,4
recipes_v1_1_candidate_160,7069,"Sausage, Egg, and Cheese Biscuit Casserole",Breakfast And Brunch,Breakfast And Brunch,breakfast,pork,pork|egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,8,8
recipes_v1_1_candidate_161,31914,Camp Breakfast,Gluten-Free,Gluten-Free Breakfast And Brunch,breakfast,pork,pork|egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,6,4
recipes_v1_1_candidate_162,8712,Sweet Potato and Chorizo Hash,Breakfast Potatoes,Hash Brown Potatoes,breakfast,pork,pork,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,8,2
recipes_v1_1_candidate_163,48801,My Big Fat Greek Omelet,Main Dishes,Greek Main Dishes,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,8,3
recipes_v1_1_candidate_164,7295,Easy French Toast Casserole,Breakfast And Brunch,Breakfast Casseroles,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,6,8
recipes_v1_1_candidate_165,7592,"Turkey Sausage, Potato, Brussels Sprouts, and Apple Hash",Breakfast And Brunch,Breakfast Meat And Seafood,breakfast,turkey,turkey|fish|pork|egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,11,3
recipes_v1_1_candidate_166,7583,French Toast Waffles,Breakfast And Brunch,French Toast,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,6,2
recipes_v1_1_candidate_167,43560,Cinnamon and Sugar French Waffle Toast,Low Calorie,Low-Calorie Breakfast And Brunch,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,6,2
recipes_v1_1_candidate_168,47626,Asparagus and Mushroom Frittata,Main Dishes,Spring Main Dishes,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,9,4
recipes_v1_1_candidate_169,7179,Mom's Best Waffles,Breakfast And Brunch,Waffles,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,7,2
recipes_v1_1_candidate_170,7525,Easy Breakfast Tortilla Pizza,Breakfast And Brunch,Breakfast Eggs,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,6,3
recipes_v1_1_candidate_171,7742,Homemade Hash Browns,Breakfast And Brunch,Breakfast Potatoes,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,6,3
recipes_v1_1_candidate_172,7760,Potato and Cheese Frittata,Breakfast And Brunch,Breakfast Potatoes,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,6,3
recipes_v1_1_candidate_173,7395,Amish Baked Oatmeal,Breakfast And Brunch,Breakfast Cereals,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,8,3
recipes_v1_1_candidate_174,30348,Easy Broccoli Frittata,Frittatas,Frittatas,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,6,4
recipes_v1_1_candidate_175,7768,Nan's Potato and Egg Frittata,Breakfast And Brunch,Breakfast Potatoes,breakfast,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,breakfast_target_bucket,4,3
recipes_v1_1_candidate_176,1450,Potato Salad Deviled Eggs,Appetizers And Snacks,Deviled Eggs,snack,egg,egg,keep,quality_pass,False,False,False,True,True,low,8.0,small_clean_snack_bucket,8,4
recipes_v1_1_candidate_177,1997,Pickled Eggs III,Appetizers And Snacks,Pickled Eggs,snack,egg,egg,keep,quality_pass,False,False,False,True,True,low,8.0,small_clean_snack_bucket,8,3
recipes_v1_1_candidate_178,37138,Garlic Hummus,Hummus,Hummus,snack,vegetarian,vegetarian,keep,quality_pass,False,False,False,True,True,medium,8.0,small_clean_snack_bucket,7,1
recipes_v1_1_candidate_179,60092,Fried Cauliflower,Vegetarian,Vegetarian Appetizers,snack,egg,egg,keep,quality_pass,False,False,False,True,True,medium,8.0,small_clean_snack_bucket,5,4
recipes_v1_1_candidate_180,352,Pistachio Hummus,Allrecipes Allstar Recipes,Allrecipes Allstars Appetizers,snack,vegetarian,vegetarian,keep,quality_pass,False,False,False,True,True,medium,8.0,small_clean_snack_bucket,8,4
recipes_v1_1_candidate_181,1512,Hummus III,Appetizers And Snacks,Bean And Pea Appetizers,snack,vegetarian,vegetarian,keep,quality_pass,False,False,False,True,True,medium,8.0,small_clean_snack_bucket,8,2
recipes_v1_1_candidate_182,220,Air Fryer Puffed Butter Beans,Air Fryer Recipes,Air Fryer Appetizer And Snack Recipes,snack,vegetarian,vegetarian,keep,quality_pass,False,False,False,True,True,medium,8.0,small_clean_snack_bucket,6,4
recipes_v1_1_candidate_183,1521,Roasted Salt & Vinegar Chickpeas,Appetizers And Snacks,Bean And Pea Appetizers,snack,vegetarian,vegetarian,keep,quality_pass,False,False,False,True,True,medium,8.0,small_clean_snack_bucket,4,4
recipes_v1_1_candidate_184,25936,Easy Black Bean Hummus,Diabetic,Diabetic Appetizers,snack,vegetarian,vegetarian,keep,quality_pass,False,False,False,True,True,medium,8.0,small_clean_snack_bucket,4,1
recipes_v1_1_candidate_185,1478,Real Hummus,Appetizers And Snacks,Bean And Pea Appetizers,snack,vegetarian,vegetarian,keep,quality_pass,False,False,False,True,True,medium,8.0,small_clean_snack_bucket,7,3
recipes_v1_1_candidate_186,46345,Blackened Shrimp Tacos with Pineapple,Main Dishes,Tacos,protein_component,fish,fish,keep,quality_pass,False,False,False,True,False,medium,8.0,minority_component_support_bucket,6,5
recipes_v1_1_candidate_187,47374,Homemade Turkey Sausage Patties,Main Dishes,Turkey Main Dishes,protein_component,turkey,turkey|pork,keep,quality_pass,False,False,False,True,False,medium,8.0,minority_component_support_bucket,5,3
recipes_v1_1_candidate_188,47405,Easy Herb-Roasted Turkey,Main Dishes,Turkey Main Dishes,protein_component,turkey,turkey,keep,quality_pass,False,False,False,True,False,medium,8.0,minority_component_support_bucket,7,6
recipes_v1_1_candidate_189,39764,Greek Chicken,July 4Th,4Th Of July Main Dishes,protein_component,chicken,chicken,keep,quality_pass,False,False,False,True,False,medium,8.0,minority_component_support_bucket,7,3
recipes_v1_1_candidate_190,4631,Tri-Tip Bulgogi,Beef Recipes,Beef Main Dishes,protein_component,beef,beef,keep,quality_pass,False,False,False,True,False,low,8.0,minority_component_support_bucket,5,6
recipes_v1_1_candidate_191,26863,Swamp Rice,Dinner,Side Dishes,carb_side,unknown,,keep,quality_pass,False,False,False,False,True,medium,8.0,minority_component_support_bucket,10,6
recipes_v1_1_candidate_192,25863,Lemon Herb Quinoa,Diabetic,Diabetic Side Dishes,carb_side,unknown,,keep,quality_pass,False,False,False,False,True,low,8.0,minority_component_support_bucket,7,1
recipes_v1_1_candidate_193,38716,Spaghetti all'Assassina (Assassin's Spaghetti),Italian,Spaghetti,carb_side,unknown,,keep,quality_pass,False,False,False,False,True,low,8.0,minority_component_support_bucket,5,8
recipes_v1_1_candidate_194,133,Air Fryer Lemon-Thyme Baby Red Potatoes,Air Fryer Recipes,Air Fryer Side Dish Recipes,carb_side,unknown,,keep,quality_pass,False,False,False,False,True,medium,8.0,minority_component_support_bucket,5,3
recipes_v1_1_candidate_195,13950,Chef John's Jollof Rice,Chef John,Chef John'S Side Dishes,carb_side,unknown,,keep,quality_pass,False,False,False,False,True,medium,8.0,minority_component_support_bucket,7,6
recipes_v1_1_candidate_196,50951,One - Two - Three - Mexican Macaroni Salad,Mexican,Mexican Salads,veg_side,unknown,,keep,quality_pass,False,False,False,False,True,medium,8.0,minority_component_support_bucket,8,2
recipes_v1_1_candidate_197,49103,Make-Ahead Spinach Salad in a Jar,Make-Ahead,Meal Prep,veg_side,unknown,,keep,quality_pass,False,False,False,False,True,medium,8.0,minority_component_support_bucket,3,4
recipes_v1_1_candidate_198,32352,Roasted Sweet Potato and Kale Salad,Green Salads,Kale Salad,veg_side,unknown,,keep,quality_pass,False,False,False,False,True,medium,8.0,minority_component_support_bucket,9,4
recipes_v1_1_candidate_199,38569,Mid-Summer Italian Bread Salad,Italian,Italian Salads,veg_side,unknown,,keep,quality_pass,False,False,False,False,True,medium,8.0,minority_component_support_bucket,10,5
recipes_v1_1_candidate_200,15471,Broccoli and Carrot Stir Fry,Chinese,Chinese Main Dishes,veg_side,unknown,,keep,quality_pass,False,False,False,False,True,medium,8.0,minority_component_support_bucket,7,4
