recipe_id_candidate,display_name,recipe_kind_guess,primary_protein,nutrition_basis,servings_basis,uses_pilot_servings_fallback,servings_estimation_method,servings_estimation_reasons,total_weight_grams_estimated,mapped_weight_grams,known_weight_grams_sum,mapped_weight_ratio,energy_kcal_total,protein_g_total,carbs_g_total,fat_g_total,energy_kcal_per_serving,protein_g_per_serving,carbs_g_per_serving,fat_g_per_serving,ingredient_count,accepted_auto_count,accepted_auto_with_grams_count,review_needed_count,review_needed_with_grams_count,unmapped_count,unmapped_with_grams_count,cache_status,quality_flags,cache_version,is_complete_or_near_complete_meal,blocking_with_grams_count
recipes_v1_1_candidate_093,Savory Vegetarian Quinoa,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,345,318,345,0.9217,131.46,4.114,23.3514,1.274,32.865,1.0285,5.8378,0.3185,10,4,4,2,0,4,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_180,Pistachio Hummus,snack,vegetarian,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; snack_weight_lte_350g_1_serving; small_non_main_weight_lte_300g_1_serving,49.5,46.5,49.5,0.9394,364.5,0.1215,0,40.4595,364.5,0.1215,0,40.4595,8,2,2,2,0,4,1,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,1
recipes_v1_1_candidate_116,"Velveting Chicken Breast, Chinese Restaurant Style",near_complete_main,chicken,v1_1_mapped_ingredients_draft,8,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_2400,2452.59,2387.59,2452.59,0.9735,529.429,106.1609,7.304,6.8078,66.1786,13.2701,0.913,0.851,7,5,4,1,1,1,1,partial_from_mapped_ingredients,is_low_kcal_suspicious,recipes_v1_1_draft_001,True,2
recipes_v1_1_candidate_078,Spicy Air Fryer Green Beans,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,366.99,361.99,366.99,0.9864,246.308,6.9641,27.5579,14.4668,61.577,1.741,6.8895,3.6167,6,4,4,0,0,2,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_133,Slow Cooker Italian Beef,near_complete_main,beef,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_near_complete_main_4_servings,736.5,730.5,736.5,0.9919,10.5506,0.7019,1.3272,0.2705,2.6376,0.1755,0.3318,0.0676,11,6,6,0,0,5,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_193,Spaghetti all'Assassina (Assassin's Spaghetti),carb_side,unknown,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_carb_side_4_servings,745.5,739.5,745.5,0.992,128.16,0.3591,1.116,13.5045,32.04,0.0898,0.279,3.3761,5,3,3,2,1,0,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,1
recipes_v1_1_candidate_047,Greek Green Beans,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,1080.58,1072.18,1080.58,0.9922,1778.843,17.791,72.0438,164.3871,444.7107,4.4478,18.0109,41.0968,7,4,3,1,0,2,1,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_104,Steak Fried Rice,complete_main,beef,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,928,923,928,0.9946,1529.442,33.8538,214.7602,57.655,382.3605,8.4634,53.69,14.4138,16,11,10,2,0,3,1,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_062,Air Fryer Garlic Green Beans,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,363.8775,362.3775,363.8775,0.9959,250.6918,6.9544,28.4829,14.4858,62.6729,1.7386,7.1207,3.6214,5,4,4,0,0,1,1,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,1
recipes_v1_1_candidate_125,Chipotle Chicken Burgers,near_complete_main,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_near_complete_main_4_servings,0.75,0.75,0.75,1,0,0,0,0,0,0,0,0,4,1,1,1,0,2,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_197,Make-Ahead Spinach Salad in a Jar,veg_side,unknown,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_veg_side_4_servings,480,480,480,1,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_196,One - Two - Three - Mexican Macaroni Salad,veg_side,unknown,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_veg_side_4_servings; small_non_main_weight_lte_300g_1_serving,6,6,6,1,0,0,0,0,0,0,0,0,8,1,1,2,0,5,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_195,Chef John's Jollof Rice,carb_side,unknown,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_carb_side_4_servings,492,492,492,1,13.32,0.6372,2.232,0.036,3.33,0.1593,0.558,0.009,7,2,2,2,0,3,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_184,Easy Black Bean Hummus,snack,vegetarian,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; snack_weight_lte_350g_1_serving; small_non_main_weight_lte_300g_1_serving,2.1,2.1,2.1,1,3.549,0.483,0.2121,0.0855,3.549,0.483,0.2121,0.0855,4,1,1,0,0,3,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_036,Prime Rib Soup,soup,beef,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,68.3,68.3,68.3,1,30.5301,0.6839,5.4625,0.3525,7.6325,0.171,1.3656,0.0881,8,3,3,1,0,4,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_137,Chicken Zoodle Soup in a Jar,soup,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,69.075,69.075,69.075,1,33.3875,0.7888,6.0869,0.2486,8.3469,0.1972,1.5217,0.0622,10,4,3,2,0,4,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_085,Refried Beans Without the Refry,complete_main,vegetarian,v1_1_mapped_ingredients_draft,6,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_1600,2320.825,2320.825,2320.825,1,68.3657,2.6374,11.5897,1.0343,11.3943,0.4396,1.9316,0.1724,8,5,5,0,0,3,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_044,Easy Chicken and Dumplings with Vegetables,complete_main,chicken,v1_1_mapped_ingredients_draft,6,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; known_weight_grams_sum_gte_1600,2090.3,2090.3,2090.3,1,71.5641,2.5025,11.8975,1.5483,11.9273,0.4171,1.9829,0.258,10,6,5,1,0,3,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_010,Angela's Asian-Inspired Chicken Noodle Soup,soup,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,784.5,784.5,784.5,1,64.62,0.378,4.554,4.68,16.155,0.0945,1.1385,1.17,6,4,3,0,0,2,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_038,Classic Turkey and Rice Soup,soup,turkey,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,211,211,211,1,78.729,2.1191,14.198,1.1843,19.6822,0.5298,3.5495,0.2961,10,6,3,2,0,2,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_082,Vegetable Curry with Coconut Milk,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,479,479,479,1,96.73,2.4439,17.657,1.069,24.1825,0.611,4.4142,0.2672,12,5,4,4,0,3,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_190,Tri-Tip Bulgogi,protein_component,beef,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_protein_component_4_servings; small_non_main_weight_lte_300g_1_serving,61,61,61,1,25.91,0.9236,4.5535,0.359,25.91,0.9236,4.5535,0.359,5,3,2,1,0,1,0,partial_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_122,Gourmet Chicken Sandwich,near_complete_main,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_near_complete_main_4_servings,16.3,16.3,16.3,1,124.608,0.1892,0.5208,13.4949,31.152,0.0473,0.1302,3.3737,8,2,2,4,0,2,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_117,Tomato Basil Salmon,near_complete_main,fish,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_near_complete_main_4_servings,15.6,15.6,15.6,1,125.049,0.5235,0.2121,13.572,31.2623,0.1309,0.053,3.393,5,3,2,1,0,1,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_200,Broccoli and Carrot Stir Fry,veg_side,unknown,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_veg_side_4_servings; small_non_main_weight_lte_300g_1_serving,72.7,72.7,72.7,1,34.407,0.385,7.0191,0.1813,34.407,0.385,7.0191,0.1813,7,4,3,1,0,2,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_016,Sheet Pan Tilapia and Potatoes,complete_main,fish,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,90.65,90.65,90.65,1,154.0331,1.0047,3.5911,13.7828,38.5083,0.2512,0.8978,3.4457,11,5,5,1,0,5,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_064,Sweet and Spicy Green Beans,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,382.19,382.19,382.19,1,159.9865,8.8937,34.2488,0.9935,39.9966,2.2234,8.5622,0.2484,6,4,4,0,0,2,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_024,Vegan Bean Taco Filling,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,129.5,129.5,129.5,1,166.66,1.5691,7.991,14.1865,41.665,0.3923,1.9977,3.5466,11,5,3,0,0,6,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_088,African Chicken Stew,soup,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,377.8,377.8,377.8,1,173.0701,1.875,8.8995,14.359,43.2675,0.4688,2.2249,3.5898,13,7,6,2,0,4,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_098,Indian Sweet Potato and Lentil Soup,soup,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,181.5,181.5,181.5,1,193.98,2.6463,12.723,14.4705,48.495,0.6616,3.1808,3.6176,11,3,3,3,0,5,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_079,Chinese Garlic Green Beans,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,482.69,482.69,482.69,1,220.1395,9.6419,49.7197,1.2987,55.0349,2.4105,12.4299,0.3247,6,4,4,1,0,1,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_012,Garbanzo Stir-Fry,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,30,30,30,1,246.33,0.2403,0.558,26.982,61.5825,0.0601,0.1395,6.7455,10,2,2,4,0,4,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_179,Fried Cauliflower,snack,egg,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; snack_weight_lte_350g_1_serving; small_non_main_weight_lte_300g_1_serving,60,60,60,1,74.73,6.688,0.617,5.074,74.73,6.688,0.617,5.074,5,2,2,1,0,2,0,partial_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_053,Baked Chicken and Vegetable Rice Paper Rolls,complete_main,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,204,204,204,1,298.935,5.6632,35.0473,14.355,74.7338,1.4158,8.7618,3.5888,11,6,6,1,0,4,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_058,Filipino Pancit Bihon with Canton,complete_main,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,715,715,715,1,326.84,4.2532,13.7098,27.885,81.71,1.0633,3.4274,6.9713,13,8,6,1,0,4,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_103,Breadless Stuffing,complete_main,egg,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,264.628,264.628,264.628,1,344.7349,7.6421,5.4925,32.4091,86.1837,1.9105,1.3731,8.1023,12,8,7,1,0,3,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_099,Spicy Indian Dahl,complete_main,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,615,615,615,1,378.48,4.6668,23.973,29.073,94.62,1.1667,5.9932,7.2683,13,5,4,2,0,6,0,partial_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_067,Simple Cauliflower Soup,soup,vegetarian,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_soup_4_servings,628.4,628.4,628.4,1,484.122,17.9708,30.7486,32.0166,121.0305,4.4927,7.6872,8.0041,7,3,3,3,0,1,0,usable_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_182,Air Fryer Puffed Butter Beans,snack,vegetarian,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; snack_weight_lte_350g_1_serving; small_non_main_weight_lte_300g_1_serving,19.5,19.5,19.5,1,121.5,0.0405,0,13.4865,121.5,0.0405,0,13.4865,6,2,2,0,0,4,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_183,Roasted Salt & Vinegar Chickpeas,snack,vegetarian,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; snack_weight_lte_350g_1_serving; small_non_main_weight_lte_300g_1_serving,19.5,19.5,19.5,1,121.5,0.0405,0,13.4865,121.5,0.0405,0,13.4865,4,2,2,0,0,2,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_028,Easy Skillet Lasagna,complete_main,beef,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,296.5,296.5,296.5,1,508.9701,47.3858,6.6394,32.6439,127.2425,11.8464,1.6598,8.161,11,8,7,0,0,3,0,usable_from_mapped_ingredients,is_low_kcal_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_152,Szechwan Shrimp,near_complete_main,fish,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_near_complete_main_4_servings,454.09,454.09,454.09,1,521.9521,68.8407,24.3837,16.3448,130.488,17.2102,6.0959,4.0862,11,8,7,1,0,2,0,usable_from_mapped_ingredients,is_low_kcal_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_092,Thanksgiving Gluten-Free Stuffing,complete_main,egg,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,365,365,365,1,581.5,15.2415,14.02,51.6535,145.375,3.8104,3.505,12.9134,10,5,4,2,0,3,0,usable_from_mapped_ingredients,is_low_kcal_suspicious; is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_023,Beef and Broccoli Udon Noodles,complete_main,beef,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,280.8,280.8,280.8,1,582.404,47.4208,7.8864,39.8796,145.601,11.8552,1.9716,9.9699,6,5,5,0,0,1,0,usable_from_mapped_ingredients,is_low_kcal_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_119,Grilled Beef Tenderloin with Herb-Garlic-Pepper Coating,near_complete_main,beef,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_near_complete_main_4_servings,123,123,123,1,755.64,1.5174,4.464,80.991,188.91,0.3793,1.116,20.2478,7,3,3,1,0,3,0,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_149,Chicken Fried Rice,near_complete_main,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_near_complete_main_4_servings,604.7,604.7,604.7,1,887.446,20.729,125.9626,32.3503,221.8615,5.1822,31.4906,8.0876,9,7,7,2,0,0,0,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_110,Cold Rice Salad,salad,chicken,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_salad_4_servings,880,880,880,1,965.38,24.616,59.266,69.4545,241.345,6.154,14.8165,17.3636,13,8,7,1,0,4,0,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_039,Black-Eyed Peas and Rice,complete_main,pork,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,1161.5,1161.5,1161.5,1,968.08,17.6158,183.923,16.453,242.02,4.404,45.9808,4.1133,11,6,5,1,0,4,0,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_176,Potato Salad Deviled Eggs,snack,egg,v1_1_mapped_ingredients_draft,2,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; snack_weight_gt_350g_2_servings,400,400,400,1,560,50.8,1.08,39.32,280,25.4,0.54,19.66,8,2,1,4,0,2,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_162,Sweet Potato and Chorizo Hash,breakfast,pork,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_breakfast_2_servings; small_non_main_weight_lte_300g_1_serving,137,137,137,1,281.5,1.291,6.875,27.655,281.5,1.291,6.875,27.655,8,3,2,3,0,2,0,partial_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_106,Cabbage Fried Rice,complete_main,egg,v1_1_mapped_ingredients_draft,4,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_complete_main_4_servings,792.075,792.075,792.075,1,1142.8125,37.4668,128.4963,50.9121,285.7031,9.3667,32.1241,12.728,13,9,9,1,0,3,0,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,True,0
recipes_v1_1_candidate_175,Nan's Potato and Egg Frittata,breakfast,egg,v1_1_mapped_ingredients_draft,2,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_breakfast_2_servings,327,327,327,1,663,38.181,0.81,56.463,331.5,19.0905,0.405,28.2315,4,2,2,1,0,1,0,partial_from_mapped_ingredients,,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_171,Homemade Hash Browns,breakfast,egg,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_breakfast_2_servings; small_non_main_weight_lte_300g_1_serving,190.575,190.575,190.575,1,353.1025,7.7175,7.2371,32.6131,353.1025,7.7175,7.2371,32.6131,6,5,5,0,0,1,0,usable_from_mapped_ingredients,is_low_protein_suspicious,recipes_v1_1_draft_001,False,0
recipes_v1_1_candidate_188,Easy Herb-Roasted Turkey,protein_component,turkey,v1_1_mapped_ingredients_draft,1,True,pilot_fallback_recipe_kind_weight,pilot_servings_fallback; default_protein_component_4_servings; small_non_main_weight_lte_300g_1_serving,170.55,170.55,170.55,1,1463.5711,0.9609,0.5957,161.9812,1463.5711,0.9609,0.5957,161.9812,7,4,4,2,0,1,0,usable_from_mapped_ingredients,is_low_protein_suspicious; is_high_macro_suspicious,recipes_v1_1_draft_001,False,0
